,city,confidence,country,id,imageId,imageUrl,inscale,isJamUnifiedAlert,location,magvar,nComments,nImages,nThumbsUp,nearBy,pubMillis,reliability,reportBy,reportByActiveGroupIcon,reportByActiveGroupName,reportDescription,reportMood,reportRating,roadType,showFacebookPic,speed,street,subtype,type,uuid,wazeData,datetime,lon,lat,thumbs_up,thumbs_down,comments,geometry
185,Hougang,0,SN,alert-1652892778/ef861e4a-bd69-3b39-9c89-6365b9b3c2b9,,,False,False,"{'x': 103.886709, 'y': 1.371606}",285,0,0,0,,1563864634000,5,RenZheMao,,,,46,4,,False,0,Hougang Ave 4,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,ef861e4a-bd69-3b39-9c89-6365b9b3c2b9,"world,103.886709,1.371606,ef861e4a-bd69-3b39-9c89-6365b9b3c2b9,1652892778",2019-07-23 06:50:34,103.886709,1.371606,0,0,0,POINT (103.886709 1.371606)
186,Ang Mo Kio,0,SN,alert-1649923117/dc4676f8-7048-3ae2-915b-6fb7d4fb6f55,,,False,False,"{'x': 103.843003, 'y': 1.384357}",338,0,0,1,,1563851948000,7,TokBusuPeaceful,,,,11,3,2.0,False,0,Ang Mo Kio Ave 6,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,dc4676f8-7048-3ae2-915b-6fb7d4fb6f55,"world,103.843003,1.384357,dc4676f8-7048-3ae2-915b-6fb7d4fb6f55,1649923117",2019-07-23 03:19:08,103.843003,1.384357,1,0,1,POINT (103.843003 1.384357)
187,Ang Mo Kio,1,SN,alert-1646203128/f1587a1d-e8b2-3e0e-b74d-4433d2f2d0dd,,,False,False,"{'x': 103.841776, 'y': 1.387376}",338,0,0,3,,1563851979000,8,TokBusuPeaceful,,,,11,3,2.0,False,0,Ang Mo Kio Ave 6,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,f1587a1d-e8b2-3e0e-b74d-4433d2f2d0dd,"world,103.841776,1.387376,f1587a1d-e8b2-3e0e-b74d-4433d2f2d0dd,1646203128",2019-07-23 03:19:39,103.841776,1.387376,3,0,3,POINT (103.841776 1.387376)
188,Geylang,2,SN,alert-1653642186/86ebac69-4dd5-3b2a-bc29-ae68be5e3337,,,False,False,"{'x': 103.892067, 'y': 1.314231}",8,0,0,4,,1563847610000,9,JasonJayjChow,kiss,Kiss 92,,50,5,2.0,False,0,Guillemard Rd,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,86ebac69-4dd5-3b2a-bc29-ae68be5e3337,"world,103.892067,1.314231,86ebac69-4dd5-3b2a-bc29-ae68be5e3337,1653642186",2019-07-23 02:06:50,103.892067,1.314231,4,0,4,POINT (103.892067 1.314231)
189,Paya Lebar,2,SN,alert-1652420427/50a4c154-a834-333c-bff0-8362784372c6,,,False,False,"{'x': 103.90505, 'y': 1.318319}",176,1,0,4,,1563847921000,10,,,,,1,3,2.0,False,0,Jln Eunos,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,50a4c154-a834-333c-bff0-8362784372c6,"world,103.90505,1.318319,50a4c154-a834-333c-bff0-8362784372c6,1652420427",2019-07-23 02:12:01,103.90505,1.318319,4,1,5,POINT (103.90505 1.318319)
190,Katong,2,SN,alert-1638734803/82b85d5a-293f-397f-a8fc-db23196a259d,,,False,False,"{'x': 103.894166, 'y': 1.313318}",178,0,0,5,,1563852208000,10,RatBergNinja,,,,47,2,2.0,False,0,Tanjong Katong Rd,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,82b85d5a-293f-397f-a8fc-db23196a259d,"world,103.894166,1.313318,82b85d5a-293f-397f-a8fc-db23196a259d,1638734803",2019-07-23 03:23:28,103.894166,1.313318,5,0,5,POINT (103.894166 1.313318)
191,Marine Parade,0,SN,alert-1650272889/baada171-4351-3370-97e5-7179d37d8956,,,False,False,"{'x': 103.89959, 'y': 1.316566}",259,0,0,1,,1563864561000,6,CaptainJawSpeady,,,,10,3,2.0,False,0,Changi Rd,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,baada171-4351-3370-97e5-7179d37d8956,"world,103.89959,1.316566,baada171-4351-3370-97e5-7179d37d8956,1650272889",2019-07-23 06:49:21,103.89959,1.316566,1,0,1,POINT (103.89959 1.316566)
192,Katong,1,SN,alert-1652366056/8f298f9b-6a53-3bf1-90da-d08aec0fc279,,,False,False,"{'x': 103.894181, 'y': 1.312522}",359,0,0,2,,1563864949000,7,james_sg_4G,,,,49,4,2.0,False,0,Tanjong Katong Rd,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,8f298f9b-6a53-3bf1-90da-d08aec0fc279,"world,103.894181,1.312522,8f298f9b-6a53-3bf1-90da-d08aec0fc279,1652366056",2019-07-23 06:55:49,103.894181,1.312522,2,0,2,POINT (103.894181 1.312522)
193,,0,SN,alert-1644578741/0cf8fbb3-2991-3c89-a3e1-f4305d141c9c,,,False,False,"{'x': 103.910573, 'y': 1.301654}",75,0,0,0,Marine Parade,1563868798000,5,,,,,1,1,,False,0,ECP (Changi Airport),JAM_HEAVY_TRAFFIC,JAM,0cf8fbb3-2991-3c89-a3e1-f4305d141c9c,"world,103.910573,1.301654,0cf8fbb3-2991-3c89-a3e1-f4305d141c9c,1644578741",2019-07-23 07:59:58,103.910573,1.301654,0,0,0,POINT (103.910573 1.301654)
194,Bedok,1,SN,alert-1654400166/7d64fba0-b440-3082-8692-1d3e17942109,,,False,False,"{'x': 103.926546, 'y': 1.32923}",353,1,0,1,,1563846502000,7,,,,,49,4,1.0,False,0,Bedok North Ave 1,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,7d64fba0-b440-3082-8692-1d3e17942109,"world,103.926546,1.32923,7d64fba0-b440-3082-8692-1d3e17942109,1654400166",2019-07-23 01:48:22,103.926546,1.32923,1,1,2,POINT (103.926546 1.32923)
195,Bedok,5,SN,alert-1640940231/73193a28-5a1f-3881-bf0f-953b85c7a54b,,,False,False,"{'x': 103.926736, 'y': 1.327728}",172,2,0,9,,1563849452000,10,ARYNANA77,,,,1,3,1.0,False,0,Bedok North Ave 1,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,73193a28-5a1f-3881-bf0f-953b85c7a54b,"world,103.926736,1.327728,73193a28-5a1f-3881-bf0f-953b85c7a54b,1640940231",2019-07-23 02:37:32,103.926736,1.327728,9,2,11,POINT (103.926736 1.327728)
196,Bedok,0,SN,alert-1653401925/2f3032b7-2352-3946-a840-d8a56d041b73,,,False,False,"{'x': 103.906157, 'y': 1.329607}",3,0,0,1,,1563846253000,6,,,,,24,3,1.0,False,0,Jln Eunos,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,2f3032b7-2352-3946-a840-d8a56d041b73,"world,103.906157,1.329607,2f3032b7-2352-3946-a840-d8a56d041b73,1653401925",2019-07-23 01:44:13,103.906157,1.329607,1,0,1,POINT (103.906157 1.329607)
197,Paya Lebar,0,SN,alert-1633463053/4cc3c5fd-68c5-3a1b-b2f3-cdf336047e6d,,,False,False,"{'x': 103.893152, 'y': 1.319526}",349,0,0,1,,1563851523000,7,,,,,50,4,1.0,False,0,Eunos Rd 8,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,4cc3c5fd-68c5-3a1b-b2f3-cdf336047e6d,"world,103.893152,1.319526,4cc3c5fd-68c5-3a1b-b2f3-cdf336047e6d,1633463053",2019-07-23 03:12:03,103.893152,1.319526,1,0,1,POINT (103.893152 1.319526)
198,Paya Lebar,5,SN,alert-1640143920/097f2d2a-de72-3cce-bcb8-404ce3e0c04e,,,False,False,"{'x': 103.905092, 'y': 1.320538}",186,2,0,10,,1563855276000,10,,,,,36,2,2.0,False,0,Jln Eunos,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,097f2d2a-de72-3cce-bcb8-404ce3e0c04e,"world,103.905092,1.320538,097f2d2a-de72-3cce-bcb8-404ce3e0c04e,1640143920",2019-07-23 04:14:36,103.905092,1.320538,10,2,12,POINT (103.905092 1.320538)
199,Paya Lebar,1,SN,alert-1653403954/05d8dc29-279b-3e6c-b9ba-f0e1bb6e0a07,,,False,False,"{'x': 103.905001, 'y': 1.31943}",184,0,0,2,,1563855435000,7,snail_paceLol,,,,36,2,2.0,False,0,Jln Eunos,HAZARD_ON_ROAD_CONSTRUCTION,HAZARD,05d8dc29-279b-3e6c-b9ba-f0e1bb6e0a07,"world,103.905001,1.31943,05d8dc29-279b-3e6c-b9ba-f0e1bb6e0a07,1653403954",2019-07-23 04:17:15,103.905001,1.31943,2,0,2,POINT (103.905001 1.31943)
